"","Country.Name","Indicator.Code","Year","Users"
"8000","Georgia","IT.NET.USER.P2","1990",0
"8001","Ghana","IT.NET.USER.P2","1990",0
"8002","Gibraltar","IT.NET.USER.P2","1990",0
"8003","Guinea","IT.NET.USER.P2","1990",0
"8004","Gambia, The","IT.NET.USER.P2","1990",0
"8005","Guinea-Bissau","IT.NET.USER.P2","1990",0
"8006","Equatorial Guinea","IT.NET.USER.P2","1990",0
"8007","Greece","IT.NET.USER.P2","1990",0
"8008","Grenada","IT.NET.USER.P2","1990",0
"8009","Greenland","IT.NET.USER.P2","1990",0
"8010","Guatemala","IT.NET.USER.P2","1990",0
"8011","Guam","IT.NET.USER.P2","1990",0
"8012","Guyana","IT.NET.USER.P2","1990",0
"8013","High income","IT.NET.USER.P2","1990",0.2626290449
"8014","Hong Kong SAR, China","IT.NET.USER.P2","1990",0
"8015","Honduras","IT.NET.USER.P2","1990",0
"8016","Heavily indebted poor countries (HIPC)","IT.NET.USER.P2","1990",0
"8017","Croatia","IT.NET.USER.P2","1990",0
"8018","Haiti","IT.NET.USER.P2","1990",0
"8019","Hungary","IT.NET.USER.P2","1990",0
"8020","IBRD only","IT.NET.USER.P2","1990",0
"8021","IDA & IBRD total","IT.NET.USER.P2","1990",0
"8022","IDA total","IT.NET.USER.P2","1990",0
"8023","IDA blend","IT.NET.USER.P2","1990",0
"8024","Indonesia","IT.NET.USER.P2","1990",0
"8025","IDA only","IT.NET.USER.P2","1990",0
"8026","Isle of Man","IT.NET.USER.P2","1990",0
"8027","India","IT.NET.USER.P2","1990",0
"8028","Not classified","IT.NET.USER.P2","1990",0
"8029","Ireland","IT.NET.USER.P2","1990",0
"8030","Iran, Islamic Rep.","IT.NET.USER.P2","1990",0
"8031","Iraq","IT.NET.USER.P2","1990",0
"8032","Iceland","IT.NET.USER.P2","1990",0
"8033","Israel","IT.NET.USER.P2","1990",0.1107738662
"8034","Italy","IT.NET.USER.P2","1990",0.01754456236
"8035","Jamaica","IT.NET.USER.P2","1990",0
"8036","Jordan","IT.NET.USER.P2","1990",0
"8037","Japan","IT.NET.USER.P2","1990",0.02029368287
"8038","Kazakhstan","IT.NET.USER.P2","1990",0
"8039","Kenya","IT.NET.USER.P2","1990",0
"8040","Kyrgyz Republic","IT.NET.USER.P2","1990",0
"8041","Cambodia","IT.NET.USER.P2","1990",0
"8042","Kiribati","IT.NET.USER.P2","1990",0
"8043","St. Kitts and Nevis","IT.NET.USER.P2","1990",0
"8044","Korea, Rep.","IT.NET.USER.P2","1990",0.0232650924
"8045","Kosovo","IT.NET.USER.P2","1990",0
"8046","Kuwait","IT.NET.USER.P2","1990",0
"8047","Latin America & Caribbean (excluding high income)","IT.NET.USER.P2","1990",0
"8048","Lao PDR","IT.NET.USER.P2","1990",0
"8049","Lebanon","IT.NET.USER.P2","1990",0
"8050","Liberia","IT.NET.USER.P2","1990",0
"8051","Libya","IT.NET.USER.P2","1990",0
"8052","St. Lucia","IT.NET.USER.P2","1990",0
"8053","Latin America & Caribbean","IT.NET.USER.P2","1990",0
"8054","Least developed countries: UN classification","IT.NET.USER.P2","1990",0
"8055","Low income","IT.NET.USER.P2","1990",0
"8056","Liechtenstein","IT.NET.USER.P2","1990",0
"8057","Sri Lanka","IT.NET.USER.P2","1990",0
"8058","Lower middle income","IT.NET.USER.P2","1990",0
"8059","Low & middle income","IT.NET.USER.P2","1990",0
"8060","Lesotho","IT.NET.USER.P2","1990",0
"8061","Late-demographic dividend","IT.NET.USER.P2","1990",0
"8062","Lithuania","IT.NET.USER.P2","1990",0
"8063","Luxembourg","IT.NET.USER.P2","1990",0
"8064","Latvia","IT.NET.USER.P2","1990",0
"8065","Macao SAR, China","IT.NET.USER.P2","1990",0
"8066","St. Martin (French part)","IT.NET.USER.P2","1990",0
"8067","Morocco","IT.NET.USER.P2","1990",0
"8068","Monaco","IT.NET.USER.P2","1990",0
"8069","Moldova","IT.NET.USER.P2","1990",0
"8070","Madagascar","IT.NET.USER.P2","1990",0
"8071","Maldives","IT.NET.USER.P2","1990",0
"8072","Middle East & North Africa","IT.NET.USER.P2","1990",0.00196039039
"8073","Mexico","IT.NET.USER.P2","1990",0
"8074","Marshall Islands","IT.NET.USER.P2","1990",0
"8075","Middle income","IT.NET.USER.P2","1990",0
"8076","Macedonia, FYR","IT.NET.USER.P2","1990",0
"8077","Mali","IT.NET.USER.P2","1990",0
"8078","Malta","IT.NET.USER.P2","1990",0
"8079","Myanmar","IT.NET.USER.P2","1990",0
"8080","Middle East & North Africa (excluding high income)","IT.NET.USER.P2","1990",0
"8081","Montenegro","IT.NET.USER.P2","1990",0
"8082","Mongolia","IT.NET.USER.P2","1990",0
"8083","Northern Mariana Islands","IT.NET.USER.P2","1990",0
"8084","Mozambique","IT.NET.USER.P2","1990",0
"8085","Mauritania","IT.NET.USER.P2","1990",0
"8086","Mauritius","IT.NET.USER.P2","1990",0
"8087","Malawi","IT.NET.USER.P2","1990",0
"8088","Malaysia","IT.NET.USER.P2","1990",0
"8089","North America","IT.NET.USER.P2","1990",0.7430370883
"8090","Namibia","IT.NET.USER.P2","1990",0
"8091","New Caledonia","IT.NET.USER.P2","1990",0
"8092","Niger","IT.NET.USER.P2","1990",0
"8093","Nigeria","IT.NET.USER.P2","1990",0
"8094","Nicaragua","IT.NET.USER.P2","1990",0
"8095","Netherlands","IT.NET.USER.P2","1990",0.334386942
"8096","Norway","IT.NET.USER.P2","1990",0.7072994482
"8097","Nepal","IT.NET.USER.P2","1990",0
"8098","Nauru","IT.NET.USER.P2","1990",0
"8099","New Zealand","IT.NET.USER.P2","1990",0
"8100","OECD members","IT.NET.USER.P2","1990",0.2459090194
"8101","Oman","IT.NET.USER.P2","1990",0
"8102","Other small states","IT.NET.USER.P2","1990",0
"8103","Pakistan","IT.NET.USER.P2","1990",0
"8104","Panama","IT.NET.USER.P2","1990",0
"8105","Peru","IT.NET.USER.P2","1990",0
"8106","Philippines","IT.NET.USER.P2","1990",0
"8107","Palau","IT.NET.USER.P2","1990",0
"8108","Papua New Guinea","IT.NET.USER.P2","1990",0
"8109","Poland","IT.NET.USER.P2","1990",0
"8110","Pre-demographic dividend","IT.NET.USER.P2","1990",0
"8111","Puerto Rico","IT.NET.USER.P2","1990",0
"8112","Korea, Dem. People’s Rep.","IT.NET.USER.P2","1990",0
"8113","Portugal","IT.NET.USER.P2","1990",0
"8114","Paraguay","IT.NET.USER.P2","1990",0
"8115","Pacific island small states","IT.NET.USER.P2","1990",0
"8116","Post-demographic dividend","IT.NET.USER.P2","1990",0.272078071
"8117","French Polynesia","IT.NET.USER.P2","1990",0
"8118","Qatar","IT.NET.USER.P2","1990",0
"8119","Romania","IT.NET.USER.P2","1990",0
"8120","Russian Federation","IT.NET.USER.P2","1990",0
"8121","Rwanda","IT.NET.USER.P2","1990",0
"8122","South Asia","IT.NET.USER.P2","1990",0
"8123","Saudi Arabia","IT.NET.USER.P2","1990",0
"8124","Sudan","IT.NET.USER.P2","1990",0
"8125","Senegal","IT.NET.USER.P2","1990",0
"8126","Singapore","IT.NET.USER.P2","1990",0
"8127","Solomon Islands","IT.NET.USER.P2","1990",0
"8128","Sierra Leone","IT.NET.USER.P2","1990",0
"8129","El Salvador","IT.NET.USER.P2","1990",0
"8130","San Marino","IT.NET.USER.P2","1990",0
"8131","Somalia","IT.NET.USER.P2","1990",0
"8132","Serbia","IT.NET.USER.P2","1990",0
"8133","Sub-Saharan Africa (excluding high income)","IT.NET.USER.P2","1990",0
"8134","South Sudan","IT.NET.USER.P2","1990",0
"8135","Sub-Saharan Africa","IT.NET.USER.P2","1990",0
"8136","Small states","IT.NET.USER.P2","1990",0
"8137","Sao Tome and Principe","IT.NET.USER.P2","1990",0
"8138","Suriname","IT.NET.USER.P2","1990",0
"8139","Slovak Republic","IT.NET.USER.P2","1990",0
"8140","Slovenia","IT.NET.USER.P2","1990",0
"8141","Sweden","IT.NET.USER.P2","1990",0.5841920665
"8142","Swaziland","IT.NET.USER.P2","1990",0
"8143","Sint Maarten (Dutch part)","IT.NET.USER.P2","1990",0
"8144","Seychelles","IT.NET.USER.P2","1990",0
"8145","Syrian Arab Republic","IT.NET.USER.P2","1990",0
"8146","Turks and Caicos Islands","IT.NET.USER.P2","1990",0
"8147","Chad","IT.NET.USER.P2","1990",0
"8148","East Asia & Pacific (IDA & IBRD countries)","IT.NET.USER.P2","1990",0
"8149","Europe & Central Asia (IDA & IBRD countries)","IT.NET.USER.P2","1990",0
"8150","Togo","IT.NET.USER.P2","1990",0
"8151","Thailand","IT.NET.USER.P2","1990",0
"8152","Tajikistan","IT.NET.USER.P2","1990",0
"8153","Turkmenistan","IT.NET.USER.P2","1990",0
"8154","Latin America & the Caribbean (IDA & IBRD countries)","IT.NET.USER.P2","1990",0
"8155","Middle East & North Africa (IDA & IBRD countries)","IT.NET.USER.P2","1990",0
"8156","Timor-Leste","IT.NET.USER.P2","1990",0
"8157","Tonga","IT.NET.USER.P2","1990",0
"8158","South Asia (IDA & IBRD)","IT.NET.USER.P2","1990",0
"8159","Sub-Saharan Africa (IDA & IBRD countries)","IT.NET.USER.P2","1990",0
"8160","Trinidad and Tobago","IT.NET.USER.P2","1990",0
"8161","Tunisia","IT.NET.USER.P2","1990",0
"8162","Turkey","IT.NET.USER.P2","1990",0
"8163","Tuvalu","IT.NET.USER.P2","1990",0
"8164","Tanzania","IT.NET.USER.P2","1990",0
"8165","Uganda","IT.NET.USER.P2","1990",0
"8166","Ukraine","IT.NET.USER.P2","1990",0
"8167","Upper middle income","IT.NET.USER.P2","1990",0
"8168","Uruguay","IT.NET.USER.P2","1990",0
"8169","United States","IT.NET.USER.P2","1990",0.7847285022
"8170","Uzbekistan","IT.NET.USER.P2","1990",0
"8171","St. Vincent and the Grenadines","IT.NET.USER.P2","1990",0
"8172","Venezuela, RB","IT.NET.USER.P2","1990",0
"8173","British Virgin Islands","IT.NET.USER.P2","1990",0
"8174","Virgin Islands (U.S.)","IT.NET.USER.P2","1990",0
"8175","Vietnam","IT.NET.USER.P2","1990",0
"8176","Vanuatu","IT.NET.USER.P2","1990",0
"8177","West Bank and Gaza","IT.NET.USER.P2","1990",0
"8178","World","IT.NET.USER.P2","1990",0.04968568911
"8179","Samoa","IT.NET.USER.P2","1990",0
"8180","Yemen, Rep.","IT.NET.USER.P2","1990",0
"8181","South Africa","IT.NET.USER.P2","1990",0
"8182","Congo, Dem. Rep.","IT.NET.USER.P2","1990",0
"8183","Zambia","IT.NET.USER.P2","1990",0
"8184","Zimbabwe","IT.NET.USER.P2","1990",0
"8185","Aruba","IT.NET.USER.P2","1991",0
"8186","Andorra","IT.NET.USER.P2","1991",0
"8187","Afghanistan","IT.NET.USER.P2","1991",0
"8188","Angola","IT.NET.USER.P2","1991",0
"8189","Albania","IT.NET.USER.P2","1991",0
"8190","Arab World","IT.NET.USER.P2","1991",0
"8191","United Arab Emirates","IT.NET.USER.P2","1991",0
"8192","Argentina","IT.NET.USER.P2","1991",0
"8193","Armenia","IT.NET.USER.P2","1991",0
"8194","American Samoa","IT.NET.USER.P2","1991",0
"8195","Antigua and Barbuda","IT.NET.USER.P2","1991",0
"8196","Australia","IT.NET.USER.P2","1991",1.097203891
"8197","Austria","IT.NET.USER.P2","1991",0.2590815533
"8198","Azerbaijan","IT.NET.USER.P2","1991",0
"8199","Burundi","IT.NET.USER.P2","1991",0
"8200","Belgium","IT.NET.USER.P2","1991",0.02007264491
"8201","Benin","IT.NET.USER.P2","1991",0
"8202","Burkina Faso","IT.NET.USER.P2","1991",0
"8203","Bangladesh","IT.NET.USER.P2","1991",0
"8204","Bulgaria","IT.NET.USER.P2","1991",0
"8205","Bahrain","IT.NET.USER.P2","1991",0
"8206","Bahamas, The","IT.NET.USER.P2","1991",0
"8207","Bosnia and Herzegovina","IT.NET.USER.P2","1991",0
"8208","Belarus","IT.NET.USER.P2","1991",0
"8209","Belize","IT.NET.USER.P2","1991",0
"8210","Bermuda","IT.NET.USER.P2","1991",0
"8211","Bolivia","IT.NET.USER.P2","1991",0
"8212","Brazil","IT.NET.USER.P2","1991",0.003288170703
"8213","Barbados","IT.NET.USER.P2","1991",0
"8214","Brunei Darussalam","IT.NET.USER.P2","1991",0
"8215","Bhutan","IT.NET.USER.P2","1991",0
"8216","Botswana","IT.NET.USER.P2","1991",0
"8217","Central African Republic","IT.NET.USER.P2","1991",0
"8218","Canada","IT.NET.USER.P2","1991",0.5703859263
"8219","Central Europe and the Baltics","IT.NET.USER.P2","1991",0
"8220","Switzerland","IT.NET.USER.P2","1991",1.17995597
"8221","Channel Islands","IT.NET.USER.P2","1991",0
"8222","Chile","IT.NET.USER.P2","1991",0
"8223","China","IT.NET.USER.P2","1991",0
"8224","Cote d'Ivoire","IT.NET.USER.P2","1991",0
"8225","Cameroon","IT.NET.USER.P2","1991",0
"8226","Congo, Rep.","IT.NET.USER.P2","1991",0
"8227","Colombia","IT.NET.USER.P2","1991",0
"8228","Comoros","IT.NET.USER.P2","1991",0
"8229","Cabo Verde","IT.NET.USER.P2","1991",0
"8230","Costa Rica","IT.NET.USER.P2","1991",0
"8231","Caribbean small states","IT.NET.USER.P2","1991",0
"8232","Cuba","IT.NET.USER.P2","1991",0
"8233","Curacao","IT.NET.USER.P2","1991",0
"8234","Cayman Islands","IT.NET.USER.P2","1991",0
"8235","Cyprus","IT.NET.USER.P2","1991",0
"8236","Czech Republic","IT.NET.USER.P2","1991",0
"8237","Germany","IT.NET.USER.P2","1991",0.2502741534
"8238","Djibouti","IT.NET.USER.P2","1991",0
"8239","Dominica","IT.NET.USER.P2","1991",0
"8240","Denmark","IT.NET.USER.P2","1991",0.1940565147
"8241","Dominican Republic","IT.NET.USER.P2","1991",0
"8242","Algeria","IT.NET.USER.P2","1991",0
"8243","East Asia & Pacific (excluding high income)","IT.NET.USER.P2","1991",0
"8244","Early-demographic dividend","IT.NET.USER.P2","1991",0
"8245","East Asia & Pacific","IT.NET.USER.P2","1991",0
"8246","Europe & Central Asia (excluding high income)","IT.NET.USER.P2","1991",0
"8247","Europe & Central Asia","IT.NET.USER.P2","1991",0
"8248","Ecuador","IT.NET.USER.P2","1991",0
"8249","Egypt, Arab Rep.","IT.NET.USER.P2","1991",0
"8250","Euro area","IT.NET.USER.P2","1991",0.1697397038
"8251","Eritrea","IT.NET.USER.P2","1991",0
"8252","Spain","IT.NET.USER.P2","1991",0.02568619382
"8253","Estonia","IT.NET.USER.P2","1991",0
"8254","Ethiopia","IT.NET.USER.P2","1991",0
"8255","European Union","IT.NET.USER.P2","1991",0.1719111935
"8256","Fragile and conflict affected situations","IT.NET.USER.P2","1991",0
"8257","Finland","IT.NET.USER.P2","1991",1.397439332
"8258","Fiji","IT.NET.USER.P2","1991",0
"8259","France","IT.NET.USER.P2","1991",0.1401138954
"8260","Faroe Islands","IT.NET.USER.P2","1991",0
"8261","Micronesia, Fed. Sts.","IT.NET.USER.P2","1991",0
"8262","Gabon","IT.NET.USER.P2","1991",0
"8263","United Kingdom","IT.NET.USER.P2","1991",0.1742309225
"8264","Georgia","IT.NET.USER.P2","1991",0
"8265","Ghana","IT.NET.USER.P2","1991",0
"8266","Gibraltar","IT.NET.USER.P2","1991",0
"8267","Guinea","IT.NET.USER.P2","1991",0
"8268","Gambia, The","IT.NET.USER.P2","1991",0
"8269","Guinea-Bissau","IT.NET.USER.P2","1991",0
"8270","Equatorial Guinea","IT.NET.USER.P2","1991",0
"8271","Greece","IT.NET.USER.P2","1991",0.04878880332
"8272","Grenada","IT.NET.USER.P2","1991",0
"8273","Greenland","IT.NET.USER.P2","1991",0
"8274","Guatemala","IT.NET.USER.P2","1991",0
"8275","Guam","IT.NET.USER.P2","1991",0
"8276","Guyana","IT.NET.USER.P2","1991",0
"8277","High income","IT.NET.USER.P2","1991",0.4624993039
"8278","Hong Kong SAR, China","IT.NET.USER.P2","1991",0.1209554443
"8279","Honduras","IT.NET.USER.P2","1991",0
"8280","Heavily indebted poor countries (HIPC)","IT.NET.USER.P2","1991",0
"8281","Croatia","IT.NET.USER.P2","1991",0
"8282","Haiti","IT.NET.USER.P2","1991",0
"8283","Hungary","IT.NET.USER.P2","1991",0.003382630175
"8284","IBRD only","IT.NET.USER.P2","1991",0
"8285","IDA & IBRD total","IT.NET.USER.P2","1991",0
"8286","IDA total","IT.NET.USER.P2","1991",0
"8287","IDA blend","IT.NET.USER.P2","1991",0
"8288","Indonesia","IT.NET.USER.P2","1991",0
"8289","IDA only","IT.NET.USER.P2","1991",0
"8290","Isle of Man","IT.NET.USER.P2","1991",0
"8291","India","IT.NET.USER.P2","1991",0
"8292","Not classified","IT.NET.USER.P2","1991",0
"8293","Ireland","IT.NET.USER.P2","1991",0.05679604427
"8294","Iran, Islamic Rep.","IT.NET.USER.P2","1991",0
"8295","Iraq","IT.NET.USER.P2","1991",0
"8296","Iceland","IT.NET.USER.P2","1991",0.5051290022
"8297","Israel","IT.NET.USER.P2","1991",0.2146240998
"8298","Italy","IT.NET.USER.P2","1991",0.0350632556
"8299","Jamaica","IT.NET.USER.P2","1991",0
"8300","Jordan","IT.NET.USER.P2","1991",0
"8301","Japan","IT.NET.USER.P2","1991",0.04043804104
"8302","Kazakhstan","IT.NET.USER.P2","1991",0
"8303","Kenya","IT.NET.USER.P2","1991",0
"8304","Kyrgyz Republic","IT.NET.USER.P2","1991",0
"8305","Cambodia","IT.NET.USER.P2","1991",0
"8306","Kiribati","IT.NET.USER.P2","1991",0
"8307","St. Kitts and Nevis","IT.NET.USER.P2","1991",0
"8308","Korea, Rep.","IT.NET.USER.P2","1991",0.04612443473
"8309","Kosovo","IT.NET.USER.P2","1991",0
"8310","Kuwait","IT.NET.USER.P2","1991",0
"8311","Latin America & Caribbean (excluding high income)","IT.NET.USER.P2","1991",0
"8312","Lao PDR","IT.NET.USER.P2","1991",0
"8313","Lebanon","IT.NET.USER.P2","1991",0
"8314","Liberia","IT.NET.USER.P2","1991",0
"8315","Libya","IT.NET.USER.P2","1991",0
"8316","St. Lucia","IT.NET.USER.P2","1991",0
"8317","Latin America & Caribbean","IT.NET.USER.P2","1991",0
"8318","Least developed countries: UN classification","IT.NET.USER.P2","1991",0
"8319","Low income","IT.NET.USER.P2","1991",0
"8320","Liechtenstein","IT.NET.USER.P2","1991",0
"8321","Sri Lanka","IT.NET.USER.P2","1991",0
"8322","Lower middle income","IT.NET.USER.P2","1991",0
"8323","Low & middle income","IT.NET.USER.P2","1991",0
"8324","Lesotho","IT.NET.USER.P2","1991",0
"8325","Late-demographic dividend","IT.NET.USER.P2","1991",0
"8326","Lithuania","IT.NET.USER.P2","1991",0
"8327","Luxembourg","IT.NET.USER.P2","1991",0
"8328","Latvia","IT.NET.USER.P2","1991",0
"8329","Macao SAR, China","IT.NET.USER.P2","1991",0
"8330","St. Martin (French part)","IT.NET.USER.P2","1991",0
"8331","Morocco","IT.NET.USER.P2","1991",0
"8332","Monaco","IT.NET.USER.P2","1991",0
"8333","Moldova","IT.NET.USER.P2","1991",0
"8334","Madagascar","IT.NET.USER.P2","1991",0
"8335","Maldives","IT.NET.USER.P2","1991",0
"8336","Middle East & North Africa","IT.NET.USER.P2","1991",0
"8337","Mexico","IT.NET.USER.P2","1991",0.005880694931
"8338","Marshall Islands","IT.NET.USER.P2","1991",0
"8339","Middle income","IT.NET.USER.P2","1991",0
"8340","Macedonia, FYR","IT.NET.USER.P2","1991",0
"8341","Mali","IT.NET.USER.P2","1991",0
"8342","Malta","IT.NET.USER.P2","1991",0
"8343","Myanmar","IT.NET.USER.P2","1991",0
"8344","Middle East & North Africa (excluding high income)","IT.NET.USER.P2","1991",0
"8345","Montenegro","IT.NET.USER.P2","1991",0
"8346","Mongolia","IT.NET.USER.P2","1991",0
"8347","Northern Mariana Islands","IT.NET.USER.P2","1991",0
"8348","Mozambique","IT.NET.USER.P2","1991",0
"8349","Mauritania","IT.NET.USER.P2","1991",0
"8350","Mauritius","IT.NET.USER.P2","1991",0
"8351","Malawi","IT.NET.USER.P2","1991",0
"8352","Malaysia","IT.NET.USER.P2","1991",0
"8353","North America","IT.NET.USER.P2","1991",1.104950936
"8354","Namibia","IT.NET.USER.P2","1991",0
"8355","New Caledonia","IT.NET.USER.P2","1991",0
"8356","Niger","IT.NET.USER.P2","1991",0
"8357","Nigeria","IT.NET.USER.P2","1991",0
"8358","Nicaragua","IT.NET.USER.P2","1991",0
"8359","Netherlands","IT.NET.USER.P2","1991",0.5314961284
"8360","Norway","IT.NET.USER.P2","1991",1.407395158
"8361","Nepal","IT.NET.USER.P2","1991",0
"8362","Nauru","IT.NET.USER.P2","1991",0
"8363","New Zealand","IT.NET.USER.P2","1991",0
"8364","OECD members","IT.NET.USER.P2","1991",0.4333883477
"8365","Oman","IT.NET.USER.P2","1991",0
"8366","Other small states","IT.NET.USER.P2","1991",0
"8367","Pakistan","IT.NET.USER.P2","1991",0
"8368","Panama","IT.NET.USER.P2","1991",0
"8369","Peru","IT.NET.USER.P2","1991",0
"8370","Philippines","IT.NET.USER.P2","1991",0
"8371","Palau","IT.NET.USER.P2","1991",0
"8372","Papua New Guinea","IT.NET.USER.P2","1991",0
"8373","Poland","IT.NET.USER.P2","1991",0.005229468147
"8374","Pre-demographic dividend","IT.NET.USER.P2","1991",0
"8375","Puerto Rico","IT.NET.USER.P2","1991",0
"8376","Korea, Dem. People’s Rep.","IT.NET.USER.P2","1991",0
"8377","Portugal","IT.NET.USER.P2","1991",0.1002305704
"8378","Paraguay","IT.NET.USER.P2","1991",0
"8379","Pacific island small states","IT.NET.USER.P2","1991",0
"8380","Post-demographic dividend","IT.NET.USER.P2","1991",0.4955950221
"8381","French Polynesia","IT.NET.USER.P2","1991",0
"8382","Qatar","IT.NET.USER.P2","1991",0
"8383","Romania","IT.NET.USER.P2","1991",0
"8384","Russian Federation","IT.NET.USER.P2","1991",0
"8385","Rwanda","IT.NET.USER.P2","1991",0
"8386","South Asia","IT.NET.USER.P2","1991",0
"8387","Saudi Arabia","IT.NET.USER.P2","1991",0
"8388","Sudan","IT.NET.USER.P2","1991",0
"8389","Senegal","IT.NET.USER.P2","1991",0
"8390","Singapore","IT.NET.USER.P2","1991",0.1615044984
"8391","Solomon Islands","IT.NET.USER.P2","1991",0
"8392","Sierra Leone","IT.NET.USER.P2","1991",0
"8393","El Salvador","IT.NET.USER.P2","1991",0
"8394","San Marino","IT.NET.USER.P2","1991",0
"8395","Somalia","IT.NET.USER.P2","1991",0
"8396","Serbia","IT.NET.USER.P2","1991",0
"8397","Sub-Saharan Africa (excluding high income)","IT.NET.USER.P2","1991",0
"8398","South Sudan","IT.NET.USER.P2","1991",0
"8399","Sub-Saharan Africa","IT.NET.USER.P2","1991",0
"8400","Small states","IT.NET.USER.P2","1991",0
"8401","Sao Tome and Principe","IT.NET.USER.P2","1991",0
"8402","Suriname","IT.NET.USER.P2","1991",0
"8403","Slovak Republic","IT.NET.USER.P2","1991",0
"8404","Slovenia","IT.NET.USER.P2","1991",0
"8405","Sweden","IT.NET.USER.P2","1991",1.160519453
"8406","Swaziland","IT.NET.USER.P2","1991",0
"8407","Sint Maarten (Dutch part)","IT.NET.USER.P2","1991",0
